id,city_id,name,url_name,color,system_id,transport_mode_id
525,89,Green,525-green,#64be00,76,0
521,21,Tren Turístico (Del Norte),521-tren-turistico,#4a90e2,332,0
516,265,C6,516-c6,#b09ac9,329,0
507,265,Passeur Erdre,507-passeur-erdre,#264494,328,0
509,265,Passeur de Loire,509-passeur-de-loire,#264494,328,0
508,265,Navibus Loire,508-navibus-loire,#264494,328,0
510,265,Navibus Erdre,510-navibus-erdre,#264493,328,0
511,265,C1,511-c1,#15c0f2,329,0
512,265,C2,512-c2,#f47b21,329,0
517,265,C7,517-c7,#bed630,329,0
518,265,C9,518-c9,#f193bd,329,0
519,265,Doulon - Gare Maritime,519-doulon---gare-maritime,#000,327,0
520,265,Nord Sud,520-nord-sud,#000,327,0
522,21,Otro,522-otro,#50e3c2,332,0
523,21,Ciudad Bolivar,523-ciudad-bolivar,#bd10e0,331,0
524,89,Yellow,524-yellow,#ffff00,76,0
527,89,Other National Rail,527-other-national-rail,#280000,333,0
526,89,East Coast Main Line,526-national-rail,#880303,333,0
574,74,T3,574-t3,#96be0d,341,0
549,147,Red Line,549-red-line,#c60c30,132,0
550,147,Blue Line,550-blue-line,#00a1de,132,0
551,147,Green Line,551-green-line,#009b3a,132,0
552,147,Orange Line,552-orange-line,#f9461c,132,0
553,147,Purple Line,553-purple-line,#522398,132,0
554,147,Pink Line,554-pink-line,#e27ea6,132,0
555,147,Yellow Line,555-yellow-line,#f9e300,132,0
576,70,B,576-b,#007dc6,60,0
559,268,Renfe,559-renfe,#cf0c90,337,0
340,252,Blue Line ,340-blue-line,#4a90e2,237,0
2091,236,Orange Line,2091-orange-line,#f38b00,221,5
1594,45,Newcraighall,1594-newcraighall,#417505,629,3
1593,48,Argyle Line,1593-argyle-line,#bdaf0b,625,3
759,236,Red Line,759-central-link,#e63c2f,221,5
1614,91,Shigaraki Line,1614-shigaraki-line,#00a779,634,4
760,236,Blue Line,760-tacoma-link,#008fbe,221,5
764,236,North Line,764-north-line,#13f1fe,358,3
1638,259,21,1638-21,#9b9b9b,244,9
763,236,South Line,763-south-line,#848b2a,358,3
769,236,Monorail,769-seattle-center,#e010b3,359,7
1770,22,LINE 11 (Wadala-CSMT),1770-line-11,#ede408,15,3
1769,22,LINE 10 (Gaimukh-Shivaji Chowk ),1769-line-10,#78a5aa,15,3
1595,48,Queen Street to Stirling,1595-queen-street-to-stirling,#8b572a,627,2
577,70,C,577-c,#f99d1c,60,0
558,268,Topo,558-topo,#b8e027,336,0
578,70,D,578-d,#00ac4f,60,0
575,70,A,575-a,#ee3897,60,0
579,70,1,579-1,#883f98,342,0
569,21,Ferrocarril del Norte,569-ferrocarril-del-norte,#f8e71c,332,0
570,74,M1,570-m1,#0076bd,63,0
571,74,M2,571-m2,#e4001a,63,0
572,74,T1,572-t1,#f18e00,341,0
581,70,3,581-3,#883f98,342,0
582,70,4,582-4,#883f98,342,0
583,70,5,583-5,#883f98,342,0
586,70, Rhonexpress,586-rhone-express,#e10626,342,0
587,70,Rue Terme,587-rue-terme,#000,343,0
588,70,Croix-Paquet,588-croix-paquet,#000,343,0
589,70,Saint-Paul - Fourvière,589-saint-paul---fourviere,#000,343,0
585,70,2 Fourvière,585-2,#8cc751,343,0
584,70,1 Saint-Just,584-1,#8cc751,343,0
590,267,1,590-1,#000,294,0
591,267,6,591-6,#000,294,0
592,267,STB,592-stb,#000,294,0
614,23,C,614-c,#d757aa,16,0
615,23,Bat³,615-bat,#00418a,348,0
616,23,D,616-d,#006ab3,16,0
632,99,Metro C,632-metro-c,#d0021b,87,0
112,14,All the lines,112-altres-fc.,#000,260,0
683,247,Line 1 Yonge-University,683-ttc-subway,#ffc41e,232,0
2098,217,MAX Yellow Line,2098-max-yellow-line,#f6d112,202,5
630,99,Metro A,630-metro-a,#417505,87,0
631,99,Metro B,631-metro-b,#f8e71c,87,0
727,211,2 Trillium Line,727-2-trillium-line,#7ed321,196,0
765,189,Blue Line,765-blue-line,#005fff,174,0
731,56,East Rail Line,731-east-rail-line,#61b4e4,48,0
733,56,Kwun Tong Line,733-kwun-tong-line,#00af41,48,0
736,56,Disneyland Resort Line,736-disneyland-resort-line,#e777cb,48,0
737,56,Airport Express,737-airport-express,#007078,48,0
738,56,West Rail Line,738-west-rail-line,#b6008d,48,0
743,199,Blue,743-blue,#007cc1,184,0
744,199,Yellow,744-yellow,#ffd400,184,0
1549,236,Red Line,1549-red-line,#d0021b,590,0
1550,236,Orange Line,1550-orange-line,#f5a623,590,0
767,189,Red Line,767-red-line,#d0021b,174,0
768,189,Purple Line,768-purple-line,#6e00ff,174,0
757,70,21,757-21,#3171bb,356,0
758,70,22,758-22,#4a90e2,356,0
781,267,F,781-f,#000,345,0
766,189,Expo Line,766-expo-line,#50c4e3,174,0
782,267,C,782-c,#000,345,0
783,267,T,783-t,#000,345,0
784,267,J,784-j,#000,345,0
787,267,A,787-a,#000,345,0
796,247,Line 4 Sheppard,796-line-4-sheppard,#8b1962,232,0
795,247,Line 3 Scarborough,795-line-3-scarborough,#0a6797,232,0
794,247,Line 2 Bloor-Danforth,794-line-2-bloor-danforth,#2b720a,232,0
806,96,Mandurah Line,806-mandurah-line,#f5a623,84,0
812,231,J,812-j,#f0a84e,216,0
819,231,Limited,819-limited,#f6e7a6,362,0
817,231,T,817-t,#c32d48,216,0
813,231,K,813-k,#619bbb,216,0
814,231,L,814-l,#85338b,216,0
815,231,M,815-m,#388456,216,0
816,231,N,816-n,#1a5395,216,0
911,27,44,911-44,#eabc00,378,9
779,63,Port Klang Line,779-port-klang-line,#dc241f,360,3
775,63,Seremban Line,775-batu-caves-tampin-line,#1964b7,360,3
771,63,Ampang Line,771-ampang-line,#fe8e10,55,5
770,63,Kelana Jaya Line,770-kelana-jaya-line,#e0115f,55,5
772,63,Sri Petaling Line,772-sri-petaling-line,#721422,55,5
774,63,Sungai Buloh-Kajang Line,774-sungai-buloh-kajang-line,#008000,55,4
778,63,KLIA Express,778-klia-express,#800080,361,4
777,63,KLIA Transit,777-klia-transit,#139593,361,4
913,27,55,913-55,#eabc00,378,9
883,91,Chuo Line,883-chuo-line,#019a66,369,4
1639,259,22,1639-22,#9b9b9b,244,9
887,91,Imazatosuji Line,887-imazatosuji-line,#ee7b1a,369,4
1640,259,23,1640-23,#9b9b9b,244,9
880,91,Midosuji Line,880-midosuji-line,#e5171f,369,4
1641,259,24,1641-24,#9b9b9b,244,9
332,114,Fukutoshin Line,332-fukutoshin-line,#ba6831,100,4
841,114,Mukojima Line,841-mukojima-line,#5f0101,325,5
504,114,Naka-Meguro Line,504-naka-meguro-line,#5f0101,325,5
873,114,Akabane Line,873-akabane-line,#5f0101,325,5
447,114,Setagaya Line,447-tokyu-setagaya-line,#fcc70d,312,4
886,91,Nagahori Tsurumi-ryokuchi Line,886-nagahori-tsurumi-ryokuchi-line,#a9cc51,369,4
885,91,Sakaisuji Line,885-sakaisuji-line,#814721,369,4
884,91,Sennichimae Line,884-sennichimae-line,#e44d93,369,4
881,91,Tanimachi Line,881-tanimachi-line,#522886,369,4
882,91,Yotsubashi Line,882-yotsubashi-line,#0078be,369,4
1773,22,LINE 14 (Kanjurmarg-Badlapur),1773-line-14,#ec94b3,15,3
1910,342,Başıbüyük-Maltepe,1910-başıbuyuk-maltepe,#4a90e2,673,8
839,114,Yukarigaoka Line,839-yukarigaoka-line,#61933c,363,7
1642,259,25,1642-25,#9b9b9b,244,9
1864,342,Hadımköy-Çatalca,1864-catalca-hadımkoy,#ffffff,673,8
1643,259,26,1643-26,#9b9b9b,244,9
1644,259,27,1644-27,#9b9b9b,244,9
820,231,Baby Bullet,820-baby-bullet,#e8b4a4,362,0
818,231,Local,818-local,#ffffff,362,0
741,199,Orange,741-orange,#ed7f00,184,0
2092,223,Pulse BRT,2092-pulse-brt,#0342ab,208,6
846,247,Lakeshore West Line,846-lakeshore-west-line,#98002e,364,0
848,247,Milton Line,848-milton-line,#f57f24,364,0
851,247,Richmond Hill Line,851-richmond-hill-line,#009ac7,364,0
852,247,Stouffville Line,852-stouffville-line,#794400,364,0
847,247,Lakeshore East Line,847-lakeshore-east-line,#ee3023,364,0
849,247,Kitchener Line,849-kitchener-line,#00853f,364,0
850,247,Barrie Line,850-barrie-line,#003768,364,0
1911,342,Ortaköy-Çatalca,1911-ortakoy-catalca,#ffffff,673,8
875,147,Garfield Park Line,875-garfield-park-line,#000,132,0
1912,342,Ortaköy-Silivri,1912-ortakoy-silivri,#ffffff,673,8
1916,342,21K,1916-21k,#f8e71c,663,8
1913,342,Örnek Mahallesi-Kadıköy,1913-ornek-mahallesi-kadıkoy,#4a90e2,673,8
903,27,6,903-6,#0080b2,20,4
1914,342,Dudullu-Bostancı,1914-dudullu-bostancı,#4a90e2,673,8
888,152,Red Line,888-red-line,#ff0000,137,0
889,152,Blue Line,889-blue-line,#001bff,137,0
890,152,Green Line,890-green-line,#30cf08,137,0
922,82,U2,922-u2,#bb0000,70,0
923,82,U3,923-u3,#ee8800,70,0
1596,29,M3,1596-m3,#003b83,22,0
902,27,5,902-5,#ffcf06,20,4
912,27,51,912-51,#eabc00,378,9
907,27,19,907-19,#e5442e,378,9
908,27,25,908-25,#8e004d,378,9
921,82,U1,921-u1,#227700,70,0
925,82,U5,925-u5,#bb7700,70,0
924,82,U4,924-u4,#00ccaa,70,0
961,310,T3,961-t3,#6a1872,387,0
927,82,U7,927-u7,#000,70,0
928,82,U8,928-u8,#000,70,0
926,82,U6,926-u6,#0000cc,70,0
929,82,S1,929-s1,#36caec,379,0
981,14,T3,981-t3,#159585,392,0
935,82,S8,935-s8,#2b2e34,379,0
934,82,S7,934-s7,#8c2e22,379,0
933,82,S6,933-s6,#00ac6f,379,0
1597,323,1A,1597-1a,#000,630,0
932,82,S4,932-s4,#ff2d1d,379,0
936,82,S20,936-s20,#ffbacc,379,0
937,82,20,937-20,#69b8e4,380,0
938,82,17,938-17,#7d5641,380,0
939,82,12,939-12,#813887,380,0
940,82,16,940-16,#3964a9,380,0
941,82,27,941-27,#e2a426,380,0
942,82,23,942-23,#c0cd30,380,0
943,82,28,943-28,#e2a426,380,0
944,82,21,944-21,#69b8e4,380,0
1915,342,14ÇK,1915-14ck,#d0021b,663,8
917,27,92,917-92,#e5442e,378,9
915,27,81,915-81,#489224,378,9
909,27,32,909-32,#ffeb00,378,9
910,27,39,910-39,#e5442e,378,9
918,27,93,918-93,#f49f22,378,9
904,27,3,904-3,#c8d100,706,5
905,27,4,905-4,#f16f91,706,5
906,27,7,906-7,#fff06e,706,5
1917,342,Batı Ataşehir-Yenisahra-Kadıköy,1917-batı-ataşehir-yenisahra-kadıkoy,#4a90e2,673,8
1918,342,Gebze-Harem,1918-gebze-harem,#4a90e2,673,8
2093,108,Branch Line,2093-branch-line,#b85600,95,4
2099,217,MAX Green Line,2099-max-green-line,#56a100,202,5
995,114,Kawasaki Municipal Streetcar,995-kawasaki-municipal-streetcar,#5f0101,401,5
1778,22,Line 1 Wadala- Jacob's Circle,1778-line-1-wadala--jacob's-circle,#03ff0a,660,5
1919,342,17B,1919-17b,#d0021b,663,8
1920,342,14AK,1920-14ak,#d0021b,663,8
2110,108,Shuttle Tebrau,2110-shuttle-tebrau,#000,692,2
1921,342,19E,1921-19e,#d0021b,663,8
1922,342,11H,1922-11h,#d0021b,663,8
1923,342,11T,1923-11t,#d0021b,663,8
2113,73,Line 3,2113-line-3,#ffcc00,693,4
1928,342,Yakacık-Kadıköy,1928-yakacık-kadıkoy,#4a90e2,673,8
976,114,Tamagawa Line (streetcar),976-tamagawa-line-(streetcar),#5f0101,312,5
1929,342,11Ü,1929-11u,#d0021b,663,8
989,102,Praça XV–Araribóia,989-praca-xv–arariboia,#4a90e2,396,10
1930,342,10E,1930-10e,#d0021b,663,8
2111,73,Line 1,2111-line-1,#01844b,62,4
2112,73,Line 2,2112-line-2,#324a9c,62,4
1932,9,548,1932-548,#4a90e2,5,8
2122,63,Sunway Line,2122-sunway-line,#1e4d2b,55,6
2121,63,Skypark Line,2121-skypark-line,#8d5b2d,360,3
773,63,KL Monorail Line,773-kl-monorail-line,#7dba00,55,7
2132,108,North-South Line,2132-north-south-line,#000,692,2
2060,59,Line 1 (Phase 1A),2060-line-1,#ff0000,678,5
2061,59,Line 2 (Phase 1B),2061-line-2,#9016b2,678,5
2062,59,Line 3 (Planned),2062-line-3,#80cb28,678,5
2063,59,Line 1,2063-line-1,#4a90e2,679,7
2068,22,Line 1( Fast) CSTM- Khopoli,2068-line-1(-fast)-cstm--khopoli,#2e9a99,650,3
1927,342,25G,1927-25g,#d0021b,663,8
1934,342,46E,1934-46e,#d0021b,663,8
1926,342,40,1926-40,#d0021b,663,8
1925,342,39Y,1925-39y,#d0021b,663,8
1933,342,H2,1933-h2,#d0021b,663,8
1931,342,76,1931-76,#d0021b,663,8
960,310,T2,960-t2,#008a57,387,0
1924,342,74,1924-74,#d0021b,663,8
2078,8,13,2078-13,#7ed321,683,9
1726,22,LINE 3 (AQUA LINE)(Colaba - Bandra – SEEPZ),1726-line-3,#40e6ec,15,3
1774,22,LINE 2B (DN Nagar-Mandala),1774-line-2b,#f49402,15,3
953,275,A,953-a,#e2001a,383,5
954,275,B,954-b,#ffaa42,383,5
950,307,A,950-a,#bf1850,381,5
2157,354,20,2157-20,#000,704,8
2158,354,21,2158-21,#000,704,8
2159,354,22,2159-22,#000,704,8
2160,354,23,2160-23,#000,704,8
2161,354,24,2161-24,#000,704,8
2149,354,6,2149-6,#00bdff,703,9
2151,354,11,2151-11,#a89f3b,703,9
2152,354,12,2152-12,#e09aa2,703,9
2154,354,16,2154-16,#8b572a,703,9
2155,354,17,2155-17,#1868ca,703,9
1003,324,T1,1003-t1,#da251d,404,5
2153,354,15,2153-15,#9f80c0,703,9
2150,354,9,2150-9,#7ed321,703,9
2156,354,19,2156-19,#3be0bc,703,5
955,275,C,955-c,#41a278,383,5
987,102,Linha 2,987-linha-2,#b8d600,394,4
988,102,Linha 4,988-linha-4,#fdc700,394,4
951,114,Kururi Line,951-kururi-line,#00b5ad,305,4
985,102,Trem do Corcovado,985-trem-do-corcovado,#d0021b,90,5
990,102,Linha 1,990-linha-1,#4a90e2,393,5
991,102,Linha 2,991-linha-2,#7ed321,393,5
557,114,Tohoku / Joetsu Shinkansen,557-tohoku---joetsu-shinkansen,#008000,305,1
994,114,Kaigan Electric Railway,994-kaigan-electric-railway,#5f0101,399,5
998,328,C,998-c,#ff9027,402,5
996,328,A,996-a,#ff2d16,402,5
986,102,Linha 1,986-linha-1,#fa7100,394,4
997,328,B,997-b,#00b8f1,402,5
999,328,D,999-d,#1ab04d,402,5
1000,328,E,1000-e,#7a85c4,402,5
975,114,Musashi Chuo Railway,975-musashi-chuo-railway,#5f0101,307,5
1001,328,F,1001-f,#87c846,402,5
974,114,Takao Line,974-takao-line,#dd0077,307,4
992,102,Linha 3,992-linha-3,#f8e71c,393,5
978,114,Narita Railway,978-narita-railway,#5f0101,391,5
952,114,New Shuttle,952-new-shuttle,#ffd500,382,7
973,114,Keishi Line,973-keishi-line,#000099,311,4
977,114,Shin-Okusawa Line,977-shin-okusawa-line,#ee86a7,312,4
1650,259,50,1650-50,#000,635,8
797,114,Tsukishima Line,797-tsukishima-line,#5f0101,325,5
1777,22,NMML 4 (Khandeshwar-NMIA),1777-line-1-phase-4,#cdc2e3,647,3
415,114,Nippori-Toneri Liner,415-nippori-toneri-liner,#ff69b4,304,5
901,27,2,901-2,#f68933,20,4
1776,339,Línea 1,1776-linea-1,#f64939,661,4
1647,259,D,1647-d,#4a90e2,635,8
1646,259,C,1646-c,#50e3c2,635,8
1648,259,E,1648-e,#f8e71c,635,8
1649,259,F,1649-f,#7ed321,635,8
1645,259,B,1645-b,#b8e986,635,8
945,82,22,945-22,#69b8e4,380,0
946,82,19,946-19,#c20d19,380,0
947,82,18,947-18,#5ea343,380,0
948,82,25,948-25,#da8f9a,380,0
949,82,15,949-15,#da8f9a,380,0
964,152,Orange Line,964-orange-line,#f5a623,137,0
956,293,A,956-a,#ef2f98,384,0
957,293,C,957-c,#ef2e33,385,0
958,310,M,958-m,#004594,386,0
966,280,A,966-a,#cf2a13,388,0
967,286,A,967-a,#3376b8,389,0
968,286,B,968-b,#479a45,389,0
969,286,C,969-c,#c20078,389,0
972,286,Grenoble Bastille,972-grenoble-bastille,#e5007e,390,0
979,14,T1,979-t1,#159585,392,0
980,14,T2,980-t2,#159585,392,0
982,14,T4,982-t4,#159585,392,0
983,14,T5,983-t5,#159585,392,0
984,14,T6,984-t6,#159585,392,0
993,102,Bondinho do Pão de Açúcar,993-bondinho-do-pao-de-acucar,#d0021b,90,0
1005,324,T3,1005-t3,#000,404,0
1004,324,Ouest<>Est,1004-est<>ouest,#000,404,0
1006,104,Linha 1,1006-linha-1,#d0021b,92,0
959,310,T1,959-t1,#e20024,387,0
1007,104,Linha 2,1007-linha-2,#0f23ea,92,0
1061,255,Airport Line,1061-airport-line,#8b572a,240,0
1062,255,University Line,1062-university-line,#d0021b,240,0
1059,255,River Line,1059-red-line,#fe0101,240,0
1057,255,Manitoba Line,1057-manitoba-line,#417505,240,0
1058,255,Canada Line,1058-canada-line,#402be0,240,0
1060,255,Prairie Line ,1060-prairie-line,#f8e71c,240,0
1065,148,Red Line,1065-red-line,#d0021b,133,0
1063,255,Highway Line,1063-highway-line,#7ed321,240,0
1066,148,Blue Line,1066-blue-line,#4a53e2,133,0
63,66,Línea 3,63-linea-3,#0085e0,250,0
113,66,Línea 1 (Tramo 1B),113-linea-1-(tramo-2),#49aa43,250,0
114,66,Línea 1 (Tramo 2),114-linea-1-(tramo-2),#49aa43,250,0
152,118,U1,152-u1,#fe0000,251,0
153,118,U2,153-u2,#bd10e0,251,0
128,107,Line 10,128-line-10,#c1a7e2,252,0
132,107,Line 16,132-line-16,#2cd5c4,252,0
137,107,Line 14,137-line-14,#827a04,252,0
169,261,Línea 2,169-linea-2,#ff0000,256,0
178,15,Line 7,178-line-7,#ffc66e,258,0
184,15,Line 15,184-line-15,#6a1d44,258,0
185,15,Line 16,185-line-16,#6ba53a,258,0
186,15,Airport Line,186-airport-line,#9b91b1,258,0
106,71,R ,106-r-,#000000,246,0
84,14,L2,84-l2,#992f9c,247,0
86,14,L4,86-l4,#fab70a,247,0
87,14,L5,87-l5,#317bc7,247,0
88,14,L6,88-l6,#827bc3,247,0
197,15,Western Tram,197-western-tram,#00bbff,258,0
190,15,Line S1,190-line-s1,#000,284,0
344,252,Red Line,344-red-line,#d0021b,237,0
560,268,Línea general,560-linea-general,#276cd9,336,0
580,70,2,580-2,#883f98,342,0
735,56,Tung Chung Line,735-tung-chung-line,#f38b00,48,0
739,56,Ma On Shan Line,739-ma-on-shan-line,#9a3820,48,0
740,56,South Island Line,740-south-island-line,#b6bd00,48,0
742,199,Green,742-green,#008f36,184,0
785,267,M,785-m,#000,345,0
786,267,H,786-h,#000,345,0
1944,342,17L,1944-17l,#d0021b,663,8
1943,342,38Z,1943-38z,#d0021b,663,8
1941,342,98T,1941-98t,#d0021b,663,8
1938,342,98H,1938-98h,#d0021b,663,8
1939,342,98D,1939-98d,#d0021b,663,8
1936,342,97BM,1936-97bm,#d0021b,663,8
1937,342,94,1937-94,#d0021b,663,8
1935,342,92M,1935-92m,#d0021b,663,8
1942,342,79T,1942-79t,#d0021b,663,8
1775,22,LINE 4  (Wadala–Kasarvadavali,1775-line-4,#e971d5,15,3
1765,22,LINE 7 (Dahisar (East)-Andheri (East)),1765-line-7,#8b572a,15,3
1768,22,LINE 9 (Dahisar (East)-Mira-Bhayander),1768-line-9,#4a90e2,15,3
1652,259,54,1652-54,#000,635,8
1015,102,Ramal Vila Inhomirim,1015-ramal-vila-inhomirim,#c4b100,395,4
1023,108,Downtown Line,1023-downtown-line,#0354a6,407,4
1011,102,Ramal Japeri,1011-ramal-japeri,#229fe7,395,4
1009,102,Ramal Santa Cruz,1009-ramal-santa-cruz,#67a700,395,4
1945,342,13AB,1945-13ab,#d0021b,663,8
1019,108,North South Line,1019-north-south-line,#dc241f,95,4
1654,259,55,1654-55,#000,635,8
2094,352,Tide Light Rail,2094-tide-light-rail,#0739c3,686,5
1655,259,56,1655-56,#000,635,8
224,69,Eurostar/HS1,224-nr-(hs1-&-eurostar),#f4cc26,261,1
1025,108,Punggol LRT,1025-punggol-lrt,#748477,407,7
1946,342,14YK,1946-14yk,#d0021b,663,8
1027,108,Bukit Panjang LRT,1027-pukit-panjang-lrt,#748477,95,7
1651,259,51,1651-51,#000,635,8
1021,108,Circle Line,1021-circle-line,#ff9a00,95,4
1024,108,Thomson-East Coast Line,1024-thompson-east-coast-line,#734538,95,4
1653,259,54 Bis,1653-54-bis,#000,635,8
1656,259,57,1656-57,#000,635,8
1020,108,East West Line,1020-east-west-line,#009645,95,4
1657,259,57 Bis,1657-57-bis,#000,635,8
1658,259,59,1658-59,#000,635,8
1659,259,60,1659-60,#000,635,8
1947,342,11M,1947-11m,#d0021b,663,8
1660,259,61,1660-61,#000,635,8
1661,259,62,1661-62,#000,635,8
1662,259,71,1662-71,#000,635,8
1948,342,11D,1948-11d,#d0021b,663,8
1949,342,11K,1949-11k,#d0021b,663,8
1026,108,Sengkang LRT,1026-senkang-lrt,#748477,407,7
1950,342,131C,1950-131c,#d0021b,663,8
1963,342,20K,1963-20k,#50e3c2,663,8
1951,342,131YS,1951-131ys,#d0021b,663,8
1018,111,L3,1018-l3,#78103f,366,5
1953,342,131T,1953-131t,#d0021b,663,8
1958,342,17S,1958-17s,#d0021b,663,8
1962,342,20D,1962-20d,#d0021b,663,8
1964,342,14K,1964-14k,#d0021b,663,8
1965,342,222,1965-222,#d0021b,663,8
1803,342,T4,1803-t4-topkapı-mescidi-selam,#de7d27,664,5
